status,message,corp_code,접수번호,법인구분,고유번호,법인명,성명,관계,주식종류,기초소유주식 수,기초소유쥬식 지분율,기말소유주식 수,기말소유주식 지분율,비고,결산기준일
000,정상,00923516,20240319000690,K,00923516,메가터치,계,,,"11,828,700",56.95,"11,828,700",56.95,-,2023-12-31
000,정상,00923516,20240319000690,K,00923516,메가터치,계,,,-,-,-,-,-,2023-12-31
000,정상,00238199,20240318000490,K,00238199,로지시스,한국컴퓨터지주(주),대주주,,"5,322,050",55.01,"5,322,050",55.01,-,2023-12-31
000,정상,00238199,20240318000490,K,00238199,로지시스,계,,,"5,322,050",55.01,"5,322,050",55.01,-,2023-12-31
000,정상,00238199,20240318000490,K,00238199,로지시스,계,,,-,-,-,-,-,2023-12-31
000,정상,00148470,20240320001835,K,00148470,제일일렉트릭,강동욱,본인,,"4,803,644",43.24,"4,803,644",43.24,-,2023-12-31
000,정상,00148470,20240320001835,K,00148470,제일일렉트릭,강민석,자녀,,"960,000",8.64,"960,000",8.64,-,2023-12-31
000,정상,00148470,20240320001835,K,00148470,제일일렉트릭,강민주,자녀,,"960,000",8.64,"960,000",8.64,-,2023-12-31
000,정상,00148470,20240320001835,K,00148470,제일일렉트릭,계,,,"6,723,644",60.52,"6,723,644",60.52,-,2023-12-31
000,정상,00148470,20240320001835,K,00148470,제일일렉트릭,계,,,-,-,-,-,-,2023-12-31
000,정상,00327396,20240320000993,K,00327396,옵트론텍,임지윤,본인,,"4,243,620",16.60,"4,243,620",16.60,-,2023-12-31
000,정상,00327396,20240320000993,K,00327396,옵트론텍,임윤섭,친족,,"208,019",0.81,"208,019",0.81,-,2023-12-31
000,정상,00327396,20240320000993,K,00327396,옵트론텍,이경숙,친족,,0,0.00,"88,355",0.35,-,2023-12-31
000,정상,00327396,20240320000993,K,00327396,옵트론텍,정대현,임원,,0,0.00,"5,000",0.02,-,2023-12-31
000,정상,00327396,20240320000993,K,00327396,옵트론텍,계,,,"4,451,639",17.41,"4,544,994",17.78,-,2023-12-31
000,정상,00327396,20240320000993,K,00327396,옵트론텍,계,,,-,-,-,-,-,2023-12-31
000,정상,00761183,20240318000868,K,00761183,신성에스티,신성델타테크(주),최대주주 본인,,"2,302,020",32.88,"2,302,020",25.47,-,2023-12-31
000,정상,00761183,20240318000868,K,00761183,신성에스티,안병두,공동보유자,,"1,275,372",18.22,"1,275,372",14.11,-,2023-12-31
000,정상,00761183,20240318000868,K,00761183,신성에스티,구본상,임원,,"772,632",11.04,"772,632",8.55,-,2023-12-31
000,정상,00761183,20240318000868,K,00761183,신성에스티,손태도,계열회사 임원,,"52,920",0.76,"52,920",0.59,-,2023-12-31
000,정상,00761183,20240318000868,K,00761183,신성에스티,구형모,친인척,,0,0.00,"4,000",0.04,-,2023-12-31
000,정상,00761183,20240318000868,K,00761183,신성에스티,구준모,친인척,,0,0.00,"4,000",0.04,-,2023-12-31
000,정상,00761183,20240318000868,K,00761183,신성에스티,(주)에이비씨엠,기타,,"793,800",11.34,"793,800",8.78,-,2023-12-31
000,정상,00761183,20240318000868,K,00761183,신성에스티,(주)신흥,계열회사,,0,0.00,"25,013",0.28,-,2023-12-31
000,정상,00761183,20240318000868,K,00761183,신성에스티,신성몰드테크(주),계열회사,,0,0.00,"12,013",0.13,-,2023-12-31
000,정상,00761183,20240318000868,K,00761183,신성에스티,계,,,"5,196,744",74.23,"5,241,770",57.99,-,2023-12-31
000,정상,00761183,20240318000868,K,00761183,신성에스티,계,,,-,-,-,-,-,2023-12-31
000,정상,00241005,20240321002063,Y,00241005,코오롱ENP,코오롱인더스트리(주),최대주주,,"25,340,000",66.68,"25,340,000",66.68,-,2023-12-31
000,정상,00241005,20240321002063,Y,00241005,코오롱ENP,허성,계열사 임원,,0,0.00,"5,000",0.01,특별관계추가,2023-12-31
000,정상,00241005,20240321002063,Y,00241005,코오롱ENP,박은하,계열사 임원,,0,0.00,200,0.00,특별관계추가,2023-12-31
000,정상,00241005,20240321002063,Y,00241005,코오롱ENP,방민수,계열사 임원,,"3,100",0.01,"3,100",0.01,-,2023-12-31
000,정상,00241005,20240321002063,Y,00241005,코오롱ENP,장희구,계열사 임원,,941,0.00,0,0.00,특별관계해소,2023-12-31
000,정상,00241005,20240321002063,Y,00241005,코오롱ENP,옥윤석,계열사 임원,,"2,500",0.01,"2,500",0.01,-,2023-12-31
000,정상,00241005,20240321002063,Y,00241005,코오롱ENP,김종하,계열사 임원,,"4,700",0.01,"4,700",0.01,-,2023-12-31
000,정상,00241005,20240321002063,Y,00241005,코오롱ENP,서창환,계열사 임원,,"3,270",0.01,0,0.00,특별관계해소,2023-12-31
000,정상,00241005,20240321002063,Y,00241005,코오롱ENP,계,,,"25,354,511",66.72,"25,355,500",66.73,-,2023-12-31
000,정상,00241005,20240321002063,Y,00241005,코오롱ENP,계,,,-,-,-,-,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,㈜영풍,본인,,"5,186,797",26.11,"5,258,797",25.15,시간외매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,김록희,출자자,,"107,955",0.54,"107,955",0.52,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최내현,출자자,,"160,009",0.81,"160,009",0.77,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최진하,출자자,,"1,450",0.01,"1,521",0.01,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최윤하,출자자,,"1,450",0.01,"1,521",0.01,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,이원복,출자자,,"1,353",0.01,"1,418",0.01,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,이승원,출자자,,"6,515",0.03,"6,939",0.03,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,이세림,출자자,,"1,239",0.01,"1,742",0.01,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최정일,출자자,,"300,165",1.51,"303,894",1.45,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,김미숙,출자자,,464,0.00,486,0.00,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최윤지,출자자,,"1,465",0.01,"1,967",0.01,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,장형진,임원,,"721,798",3.63,"721,798",3.45,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최재윤,출자자,,"1,209",0.01,"1,266",0.01,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최창근,출자자,,"170,412",0.86,"172,412",0.82,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,이신영,출자자,,"26,526",0.13,"26,526",0.13,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최민석,출자자,,"54,429",0.27,"55,429",0.27,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,김지수,출자자,,328,0.00,814,0.00,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최인승,출자자,,382,0.00,411,0.00,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최지상,출자자,,430,0.00,460,0.00,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최창규,출자자,,"332,093",1.67,"333,018",1.59,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,정지혜,출자자,,"9,121",0.05,"9,121",0.04,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최주원,출자자,,"38,182",0.19,"38,565",0.18,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최창걸,출자자,,"24,912",0.13,0,0.00,시간외매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,이하나,출자자,,0,0.00,781,0.00,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최연아,출자자,,210,0.00,210,0.00,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최정상,출자자,,"34,726",0.17,"34,726",0.17,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,Kim Jacqueline,출자자,,0,0.00,841,0.00,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최정운,출자자,,"311,618",1.57,"312,618",1.50,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,한진희,출자자,,"25,207",0.13,"25,593",0.12,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최은오,출자자,,"9,646",0.05,"9,646",0.05,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최민정,출자자,,"23,625",0.12,"24,011",0.11,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최윤석,출자자,,"39,858",0.20,"41,437",0.20,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,경원문화재단,출자단체,,"7,450",0.04,"7,450",0.04,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,유중근,출자자,,"73,000",0.37,"73,959",0.35,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,유미개발㈜,피지배회사,,"186,700",0.94,"313,332",1.50,시간외 및 장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,영풍정밀㈜,피지배회사,,"320,212",1.61,"382,508",1.83,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,에이치씨(유),피지배회사,,"11,800",0.06,"184,971",0.88,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,해주최씨준극경수기호종중,출자단체,,"54,405",0.27,"88,310",0.42,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,김혜경,출자자,,"115,581",0.58,"115,581",0.55,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,(주)코리아써키트,피지배회사,,"97,225",0.49,"104,073",0.50,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,(주)테라닉스,피지배회사,,"70,959",0.36,"81,668",0.39,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,장세명,출자자,,"77,886",0.39,"77,886",0.37,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,장세욱,출자자,,"71,626",0.36,"72,226",0.35,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,씨케이(유),피지배회사,,0,0.00,"42,706",0.20,시간외 및 장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최윤범,출자자,,"342,507",1.72,"365,932",1.75,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,장세경,출자자,,"15,000",0.08,"15,000",0.07,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,Park Caroline Choi,출자자,,"39,381",0.20,"39,381",0.19,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,Park Charles Chulwoo,출자자,,"4,390",0.02,"4,390",0.02,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,Lee Christine Euna,출자자,,"80,080",0.40,"81,004",0.39,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,Choi Jennie,출자자,,"33,665",0.17,"34,279",0.16,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,Choi Robin,출자자,,"31,769",0.16,"31,769",0.15,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,Park Clara In-Young,출자자,,"1,150",0.01,"1,150",0.01,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,Park Caleb In-Woo,출자자,,"1,126",0.01,"1,126",0.01,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,Park Ariel In-Ah,출자자,,"1,126",0.01,"1,126",0.01,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,방찬오,출자자,,940,0.00,940,0.00,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,이경은,출자자,,"4,400",0.02,"4,400",0.02,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,방석오,출자자,,505,0.00,505,0.00,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,이제중,출자자,,"1,085",0.01,"1,085",0.01,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,시그네틱스㈜,피지배회사,,0,0.00,"11,679",0.06,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,장혜선,출자자,,"11,325",0.06,"11,393",0.05,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,영풍전자㈜,피지배회사,,0,0.00,"10,857",0.05,장내매매,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,장세환,출자자,,"3,941",0.02,"3,941",0.02,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,장세준,출자자,,260,0.00,260,0.00,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최수연,출자자,,"2,686",0.01,"2,686",0.01,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최승민,출자자,,"2,259",0.01,"2,259",0.01,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,최창영,출자자,,"96,422",0.49,"96,422",0.46,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,계,,,"9,354,435",47.09,"9,922,186",47.46,-,2023-12-31
000,정상,00102858,20240328001400,Y,00102858,고려아연,계,,,-,-,-,-,-,2023-12-31
000,정상,01672053,20240318000219,E,01672053,케이비제22호기업인수목적,서울아이알파트너스(주),본인,,"200,000",3.83,"200,000",3.83,-,2023-12-31
000,정상,01672053,20240318000219,E,01672053,케이비제22호기업인수목적,계,,,"200,000",3.83,"200,000",3.83,-,2023-12-31
000,정상,01672053,20240318000219,E,01672053,케이비제22호기업인수목적,계,,,-,-,-,-,-,2023-12-31
000,정상,00753643,20240320001116,Y,00753643,주성코퍼레이션,(주)비앤피주성,최대주주,,0,0.00,"19,000,000",35.98,"전 최대주주로부터 구주 매입 및 
유상증자 참여로 인한 최대주주변경",2023-12-31
000,정상,00753643,20240320001116,Y,00753643,주성코퍼레이션,계,,,-,-,"19,000,000",35.98,-,2023-12-31
000,정상,00753643,20240320001116,Y,00753643,주성코퍼레이션,계,,,-,-,-,-,-,2023-12-31
000,정상,00127158,20240312000745,Y,00127158,씨아이테크,(주)씨엔씨기술,본인,,"8,771,300",20.11,"8,771,300",17.52,-,2023-12-31
000,정상,00127158,20240312000745,Y,00127158,씨아이테크,김대영,대표이사,,"455,765",1.05,"455,765",0.91,-,2023-12-31
000,정상,00127158,20240312000745,Y,00127158,씨아이테크,계,,,"9,227,065",21.16,"9,227,065",18.43,-,2023-12-31
000,정상,00127158,20240312000745,Y,00127158,씨아이테크,계,,,-,-,-,-,-,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,윤상현,본인,,"5,426,475",29.21,"10,890,316",29.62,-,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,원승찬,계열회사 임원,,"3,993",0.02,"7,986",0.02,-,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,유동호,계열회사 임원,,"1,417",0.01,"2,834",0.01,-,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,홍이표,계열회사 임원,,"2,100",0.01,0,0.00,퇴임,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,전태영,계열회사 임원,,"1,000",0.01,0,0.00,퇴임,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,변성배,계열회사 임원,,589,0.00,"1,178",0.00,-,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,박형근,계열회사 임원,,565,0.00,"1,130",0.00,-,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,윤여원,친인척,,"1,293,000",6.96,"2,606,000",7.09,-,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,윤동한,친인척,,"934,363",5.03,"1,868,726",5.08,-,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,이현수,친인척,,"516,170",2.81,"1,036,540",2.82,-,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,윤동희,친인척,,"26,167",0.14,"53,798",0.15,-,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,재단법인 석오문화재단,계열회사등,,"19,000",0.10,"38,000",0.10,-,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,이민석,친인척,,"11,000",0.06,"22,000",0.06,-,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,이영석,친인척,,"11,000",0.06,"22,000",0.06,-,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,원재성,계열회사 임원,,"3,600",0.02,"7,200",0.02,-,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,계,,,"8,250,439",44.44,"16,557,708",45.03,-,2023-12-31
000,정상,00203290,20240321001982,Y,00203290,콜마홀딩스,계,,,0,0.00,0,0.00,-,2023-12-31
000,정상,01042359,20240318000191,K,01042359,지엘팜텍,"이상제일호
사모투자 합자회사",최대주주,,"9,967,217",16.05,"9,967,217",15.98,-,2023-12-31
000,정상,01042359,20240318000191,K,01042359,지엘팜텍,왕훈식,대표이사,,"1,889,520",3.04,"1,909,019",3.06,-,2023-12-31
000,정상,01042359,20240318000191,K,01042359,지엘팜텍,박준상,임원,,"1,896,326",3.05,"1,896,326",3.04,-,2023-12-31
000,정상,01042359,20240318000191,K,01042359,지엘팜텍,심지연,임원,,"218,938",0.35,"218,938",0.35,-,2023-12-31
000,정상,01042359,20240318000191,K,01042359,지엘팜텍,김은정,임원,,"123,609",0.20,"123,609",0.20,-,2023-12-31
000,정상,01042359,20240318000191,K,01042359,지엘팜텍,박대종,감사,,"74,442",0.12,"74,442",0.12,-,2023-12-31
000,정상,01042359,20240318000191,K,01042359,지엘팜텍,맹호빈,임원,,"14,000",0.02,"14,000",0.02,-,2023-12-31
000,정상,01042359,20240318000191,K,01042359,지엘팜텍,계,,,"14,060,443",22.64,"14,203,551",22.78,-,2023-12-31
000,정상,01042359,20240318000191,K,01042359,지엘팜텍,계,,,0,0.00,0,0.00,-,2023-12-31
000,정상,00135999,20240308000397,K,00135999,신라섬유,신라교역(주),최대주주,,"5,000,350",20.60,"5,000,350",20.60,-,2023-12-31
000,정상,00135999,20240308000397,K,00135999,신라섬유,박재흥,주요주주,,"4,995,900",20.58,"4,995,900",20.58,-,2023-12-31
000,정상,00135999,20240308000397,K,00135999,신라섬유,박상희,특수관계인,,"8,870",0.03,"8,870",0.03,-,2023-12-31
000,정상,00135999,20240308000397,K,00135999,신라섬유,(주)조흥,주요주주,,"3,743,365",15.42,"3,743,365",15.42,-,2023-12-31
000,정상,00135999,20240308000397,K,00135999,신라섬유,춘강교육재단,재단,,"312,300",1.29,"312,300",1.29,-,2023-12-31
000,정상,00135999,20240308000397,K,00135999,신라섬유,춘강문화장학재단,재단,,"936,325",3.86,"936,325",3.86,-,2023-12-31
000,정상,00135999,20240308000397,K,00135999,신라섬유,계,,,"14,997,110",61.78,"14,997,110",61.78,-,2023-12-31
000,정상,00135999,20240308000397,K,00135999,신라섬유,계,,,-,-,-,-,-,2023-12-31
000,정상,00109268,20241220000401,K,00109268,대동스틸,임형기,본인,,"2,009,247",20.09,"2,009,247",20.09,-,2023-12-31
000,정상,00109268,20241220000401,K,00109268,대동스틸,오수복,배우자,,"1,000,000",10.00,"1,000,000",10.00,-,2023-12-31
000,정상,00109268,20241220000401,K,00109268,대동스틸,임주희,녀,,"325,707",3.26,"452,915",4.53,-,2023-12-31
000,정상,00109268,20241220000401,K,00109268,대동스틸,임지현,녀,,"233,536",2.33,"312,653",3.13,-,2023-12-31
000,정상,00109268,20241220000401,K,00109268,대동스틸,계,,,"3,568,490",35.68,"3,774,815",37.75,-,2023-12-31
000,정상,00109268,20241220000401,K,00109268,대동스틸,계,,,-,-,-,-,-,2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,장세주,최대주주 본인,,"13,300,000",13.94,"10,348,345",32.54,"증여, 회사분할, 유상증자",2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,장효진,최대주주 제의 자,,"150,000",0.16,"401,096",1.26,"수증, 회사분할, 유상증자",2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,이 철,최대주주의 매제,,"16,000",0.02,"2,670",0.01,회사분할,2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,이상민,최대주주 매의 자,,250,0.00,41,0.00,회사분할,2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,곽진수,발행회사 임원,,547,0.00,91,0.00,회사분할,2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,최삼영,계열회사 임원,,0,0.00,"2,560",0.01,신규선임,2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,이대식,계열회사 임원,,0,0.00,"1,668",0.01,신규선임,2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,박상훈,계열회사 임원,,0,0.00,5,0.00,신규선임,2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,정순욱,계열회사 임원,,550,0.00,91,0.00,회사분할,2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,장세욱,최대주주의 제,,"9,000,000",9.43,"6,658,236",20.94,"증여, 회사분할, 유상증자",2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,장윤희,최대주주의 매,,"563,593",0.59,"452,110",1.42,"회사분할, 유상증자",2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,장문경,최대주주의 매,,"356,818",0.37,"261,240",0.82,"회사분할, 유상증자",2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,장선익,최대주주의 자,,"790,703",0.83,"794,738",2.50,"수증, 회사분할, 유상증자",2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,김숙자,최대주주의 모,,"120,000",0.13,"96,261",0.30,"회사분할, 유상증자",2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,남희정,최대주주의 처,,"243,943",0.26,"275,908",0.87,"수증, 회사분할, 유상증자",2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,장승익,최대주주의 자,,"350,000",0.37,"360,987",1.14,"수증, 회사분할, 유상증자",2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,장훈익,최대주주 제의 자,,"150,000",0.16,"401,096",1.26,"수증, 회사분할, 유상증자",2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,계,,,"25,042,404",26.24,"20,057,143",63.07,-,2023-12-31
000,정상,00114792,20240329002513,Y,00114792,동국홀딩스,계,,,-,-,-,-,-,2023-12-31
000,정상,00100601,20240321000872,K,00100601,강원에너지,(주)평산파트너스,최대주주,,"12,104,883",46.34,"12,104,883",46.34,-,2023-12-31
000,정상,00100601,20240321000872,K,00100601,강원에너지,신진용,최대주주의 최대주주,,"179,285",0.69,"179,285",0.69,-,2023-12-31
000,정상,00100601,20240321000872,K,00100601,강원에너지,신진욱,특별관계자,,"50,000",0.19,0,0.00,-,2023-12-31
000,정상,00100601,20240321000872,K,00100601,강원에너지,성준석,임원(미등기),,"10,000",0.04,"6,000",0.02,-,2023-12-31
000,정상,00100601,20240321000872,K,00100601,강원에너지,이인환,임원(등기),,"15,000",0.06,0,0.00,퇴사,2023-12-31
000,정상,00100601,20240321000872,K,00100601,강원에너지,차성현,임원(미등기),,"5,000",0.02,0,0.00,퇴사,2023-12-31
000,정상,00100601,20240321000872,K,00100601,강원에너지,계,,,"12,349,168",47.27,"12,290,168",47.05,-,2023-12-31
000,정상,00100601,20240321000872,K,00100601,강원에너지,계,,,-,-,-,-,-,2023-12-31
000,정상,00923826,20240802000089,K,00923826,일월지엠엘,(주)일월,최대주주,,"2,500,000",17.90,"2,500,000",17.90,-,2023-12-31
000,정상,00923826,20240802000089,K,00923826,일월지엠엘,이광모,특수관계인,,"1,000,000",7.16,"1,000,000",7.16,-,2023-12-31
000,정상,00923826,20240802000089,K,00923826,일월지엠엘,김영동,특수관계인,,"1,000,000",7.16,"1,000,000",7.16,-,2023-12-31
000,정상,00923826,20240802000089,K,00923826,일월지엠엘,이현정,특수관계인,,"1,000,000",7.16,"1,000,000",7.16,-,2023-12-31
000,정상,00923826,20240802000089,K,00923826,일월지엠엘,이진아,특수관계인,,"1,000,000",7.16,"1,000,000",7.16,-,2023-12-31
000,정상,00923826,20240802000089,K,00923826,일월지엠엘,계,,,"6,500,000",46.55,"6,500,000",46.55,-,2023-12-31
000,정상,00923826,20240802000089,K,00923826,일월지엠엘,계,,,-,-,-,-,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,조원태,본인,,"3,856,002",5.78,"3,856,002",5.78,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,이태희,친족,,"415,506",0.62,"415,506",0.62,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,김종대,친족,,224,0.00,224,0.00,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,박동화,친족,,1,0.00,1,0.00,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,정석인하학원,재단,,"1,268,054",1.90,"1,268,054",1.90,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,정석인하학원,재단,,"3,349",0.62,"3,349",0.62,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,일우재단,재단,,"92,453",0.14,"92,453",0.14,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,정석물류학술재단,재단,,"637,118",0.95,"637,118",0.95,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,박병률,계열회사 임원,,1,0.00,0,0.00,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,조원태,본인,,"2,867",0.53,"2,867",0.53,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,조승연,친족,,"622,015",0.93,"622,015",0.93,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,조승연,친족,,"2,867",0.53,"2,867",0.53,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,조에밀리리(조현민),친족,,"3,828,727",5.73,"3,828,727",5.73,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,조에밀리리(조현민),친족,,"2,867",0.53,"2,867",0.53,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,이명희,친족,,"2,491,137",3.73,"1,790,136",2.68,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,이명희,친족,,"4,300",0.80,"4,300",0.80,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,조중건,친족,,"2,485",0.00,"2,485",0.00,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,계,,,"13,213,723",19.79,"12,512,721",18.74,-,2023-12-31
000,정상,00983040,20240320001651,Y,00983040,한진칼,계,,,"16,250",3.03,"16,250",3.03,-,2023-12-31
000,정상,00148896,20240329003297,Y,00148896,OCI홀딩스,이화영,최대주주 본인,,"1,295,198",5.43,"1,468,568",7.41,"인적분할,
유상신주취득",2023-12-31
