corp_code,corp_name,stock_name,stock_code,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt
00229021,(주)인성정보,인성정보,033230,"원종윤, 조정재(각자대표이사)",코스닥,1101110834378.0,2158158985,서울특별시 강남구 테헤란로 301 삼정빌딩 9층,www.insunginfo.co.kr,미제공,02-3400-7000,02-3400-7239,62021,19920210,12
00258801,(주)카카오,카카오,035720,정신아,유가,1101111129497.0,1208147521,제주특별자치도 제주시 첨단로 242,www.kakaocorp.com,https://www.kakaocorp.com/ir/main,02-6718-1082,02-6718-3647,63120,19950216,12
00227333,(주)네패스,네패스,033640,"이병구, 이창우(각자 대표이사)",코스닥,1545110002355.0,3038105198,충청북도 음성군 삼성면 금일로965번길 105,www.nepes.co.kr,미제공,02-3470-2700,02-3470-2708,261,19901227,12
00244455,(주)케이티앤지,케이티앤지,033780,방경만,유가,1601110067804.0,3068130866,대전광역시 대덕구 벚꽃길 71 주식회사 케이티앤지,www.ktng.com,미제공,042-939-5000,02-3404-4670,12000,19870401,12
00203315,(주)콘텐트리중앙,콘텐트리중앙,036420,"남중권, 홍정인(각자대표)",유가,1101110545751.0,2168110039,서울특별시 강남구 도산대로 156,www.jcontentree.com/,미제공,02-3015-0555,02-751-9815,591,19870928,12
00261443,(주)엔씨소프트,엔씨소프트,036570,"김택진, 박병무 (공동대표이사)",유가,1101111387748.0,2208143000,서울특별시 강남구 테헤란로 509(삼성동),www.ncsoft.net,미제공,02-2186-3300,02-6201-7802,582,19970311,12
00267906,베뉴지(주),베뉴지,019010,김만진,코스닥,1101110252405.0,1208114656,서울특별시 강남구 선릉로62길 15,www.venueg.com,www.granddept.co.kr,02-3665-0101,02-2657-2249,47111,19790427,12
00349097,(주)케이티스카이라이프,케이티스카이라이프,053210,최영범,유가,1101112149436.0,1178131120,"서울특별시 마포구 매봉산로 758층, 9층",www.ktskylife.co.kr,미제공,02-2003-3000,2003-3299,60229,20010112,12
00153861,(주)태영건설,태영건설,009410,"최금락, 최진국 (각자대표)",유가,1101110155451.0,1058174543,경기도 광명시 신기로 20 -,www.taeyoung.com,미제공,031-910-6999,02)3270-6920,41221,19731120,12
00427483,(주)대웅제약,대웅제약,069620,"이창재, 박성수",유가,1348110075342.0,1248601143,경기도 화성시 향남읍 제약공단4길 35-14 -,www.daewoong.co.kr,미제공,02-550-8800,02-2059-1690,212,20021001,12
00152862,(주)코오롱,코오롱,002020,"안병덕, 이규호",유가,1101110030528.0,2028144660,경기 과천시 별양동 1-23 코오롱타워,www.kolon.com,미제공,02-3677-3114,3677-3099,64992,19570412,12
00357360,한세엠케이(주),한세엠케이,069640,"김지원, 임동환(각자 대표이사)",유가,1101111144073.0,2038157509,서울특별시 강남구  논현로 633,www.mktrend.co.kr,미제공,02-2142-5000,02-2142-5015,4741,19950331,12
01276026,(주)지놈앤컴퍼니,지놈앤컴퍼니,314130,"홍유석, 배지수, 박한수 (각자 대표이사)",코스닥,1341110422240.0,6278700257,"경기도 수원시 영통구 창룡대로256번길 50 7층, 8층",genomecom.co.kr,미제공,031-628-0150,070-8673-2440,211,20150924,12
00338170,(주)이닉스,이닉스,452400,강동호.김정득(각자 대표이사),코스닥,1801110053411.0,6078118315,부산광역시 해운대구 해운대로191번길 16,www.inics.kr,미제공,051-780-7839,051-783-8874,30399,19840507,12
00363769,한국전자금융(주),한국전자금융,063570,이현석,코스닥,1101111848980.0,2148645634,"서울특별시 마포구 새창로 7 6층, 7층, 8층(도화동)",www.nicetcm.co.kr,미제공,02-2122-5400,02-2122-5513,759,20000111,12
00372882,(주)케이티씨에스,KTcs,058850,김현수,유가,1601110119712.0,3148142683,대전광역시 서구 갈마로 160,www.ktcs.co.kr,미제공,042-604-5138,042-604-5151,63991,20010702,12
00390055,(주)종근당바이오,종근당바이오,063160,박완갑,유가,1101112373308.0,1108153652,서울특별시 서대문구  충정로 8,www.ckdbio.com,미제공,02-2194-0555,02-2194-0556,212,20011112,12
00389998,한성크린텍(주),한성크린텍,066980,"오태석, 박종운, 정진학(각자 대표이사)",코스닥,1313110026091.0,1258126555,서울특별시 강남구 강남대로 556 이투데이빌딩 6층,www.hscleantech.com,미제공,02-2017-7914,02-6196-7938,721,19980924,12
01211232,주식회사 코윈테크,코윈테크,282880,"정갑용, 이재환 각자 대표이사",코스닥,1351110047419.0,1238146782,충청남도 아산시 둔포면 아산밸리로 285 (주)코윈테크,www.cowintech.com,미제공,041-547-2131,041-547-2132,292,19981016,12
00632304,JW홀딩스(주),JW홀딩스,096760,"이경하, 차성남",유가,1101113710468.0,1088180331,경기도 과천시 과천대로7길 38 -,jw-holdings.co.kr,미제공,02-840-6777,02-843-7696,64992,20070703,12
00531829,(주)엠아이텍,엠아이텍,179290,곽재오,코스닥,1101110742406.0,2038148392,"경기도 평택시 진위면 하북2길 174 (진위면, 주식회사엠아이텍)",www.mitech.co.kr,미제공,070-4304-7443,031-662-5648,27192,19910401,12
00102353,경창산업(주),경창산업,024910,손일호,코스닥,1701110007733.0,5038104241,대구광역시 달서구 성서로35길 6 월암동,www.kc.co.kr,미제공,053 -560 -0141,0537182401,30331,19770622,12
00171636,한솔홀딩스(주),한솔홀딩스,004150,이명길,유가,1101110017867.0,1048125772,서울특별시 중구 을지로 100 파인애비뉴 B동 24층,www.hansol.com,미제공,02-3287-6875,02-6031-0902,64992,19650119,12
00260930,(주)에스엠엔터테인먼트,에스엠,041510,"장철혁, 탁영준",코스닥,1101111128340.0,1148163109,서울특별시 성동구 왕십리로 83-21 아크로 서울포레스트 디타워,smentertainment.com,smentertainment.com,02-6240-9800,02-6020-8616,59201,19950214,12
00164779,에스케이하이닉스(주),SK하이닉스,000660,곽노정,유가,1344110001387.0,1268103725,경기도 이천시  부발읍 경충대로 2091,www.skhynix.com,미제공,031-630-4114,031-645-8078,2612,19491015,12
00150828,진흥기업(주),진흥기업,002780,김태균,유가,1101110006349.0,1068132769,"인천광역시 연수구 컨벤시아대로 69 (송도동 , 송도밀레니엄 807호)",www.chinhung.co.kr,미제공,02-772-1200,02-776-9678,41221,19590903,12
00238001,(주)블루콤,블루콤,033560,"김종규, 김태진",코스닥,1101110808357.0,1128129823,인천광역시 연수구  벤처로 116 (주)블루콤,www.bluec.co.kr,미제공,032-810-0500,032-810-0600,26529,19911007,12
00144720,(주)와이투솔루션,와이투솔루션,011690,강석환,유가,1101110204498.0,2208121836,경기도 화성시 팔탄면 시청로 971 212호,www.yuyang.co.kr,미제공,031-8084-3986,031-8084-3975,2611,19761104,12
00108490,(주)엔피케이,엔피케이,048830,최윤혁,코스닥,1101110522311.0,2118138347,경상북도 구미시 옥계2공단로5길 7 -,www.npk.co.kr,미제공,02-6053-0651,0260530652,20202,19870304,12
00120182,엔에이치투자증권(주),NH투자증권,005940,윤병운,유가,1101110098130.0,1168103693,서울특별시 영등포구 여의대로 108 파크원NH금융타워(타워2),www.nhqv.com,미제공,02-768-7000,768-7229,66121,19690116,12
00306454,한국정보인증(주),한국정보인증,053300,조태묵,코스닥,1101111727332.0,1108141568,"경기도 성남시 수정구 금토로 69 6층(금토동, 다우디지털스퀘어)",www.signgate.com,미제공,02-360-3010,02-360-3001,58221,19990702,12
01050738,(주)솔트룩스,솔트룩스,304100,이경일,코스닥,1101110301632.0,1028113061,서울특별시 송파구 올림픽로35길 123 향군타워 9층,www.saltlux.com/,미제공,02-2193-1600,02-6499-0092,582,19810817,12
01190124,미디어젠(주),미디어젠,279600,송민규,코스닥,1101112001842.0,2098125868,경기도 성남시 분당구 성남대로331번길 8 킨스타워(정자동) 11층 1103호실,www.mediazen.co.kr,미제공,02-6429-7171,02-6429-7188,58222,20000620,12
00161383,한미반도체(주),한미반도체,042700,곽동신,유가,1201110038423.0,1378102051,인천광역시 서구 가좌로30번길 14,www.hanmisemi.com,미제공,032-571-9100,(032)578-5557,29271,19801224,12
00181712,SK(주),SK,034730,"최태원, 장용호",유가,1101110769583.0,2208116503,서울특별시 종로구 종로 26 SK주식회사,www.sk-inc.com/,미제공,02-2121-5114,02-2121-1789,64992,19910413,12
00549925,(주)루트로닉,루트로닉,085370,류재훈,기타,1101111437379.0,2298128272,경기도 고양시 덕양구 소원로 219   루트로닉센터,www.lutronic.com,미제공,070-4714-6022,031-907-3440,27199,19970708,12
01390344,에이치디현대중공업(주),HD현대중공업,329180,"이상균, 노진율 (각자 대표이사)",유가,2301110312741.0,2528701412,울산광역시 동구 방어진순환도로 1000,www.hhi.co.kr,미제공,052-202-2114,052-202-3315,31113,20190603,12
01807738,하나32호기업인수목적 주식회사,하나32호스팩,475240,박종찬,코스닥,1101118835245.0,6088613055,서울특별시 영등포구 의사당대로 82,미제공,미제공,02-3771-3295,02-3771-3649,66199,20240105,12
01130849,(주)신시웨이,신시웨이,290560,"정재훈, 유경석 (각자 대표이사)",코스닥,1341110125604.0,1388125547,"서울특별시 송파구 법원로9길 26, 제4층 제디-405호(문정동, 에이치비지니스파크)",www.sinsiway.com,미제공,02-6281-9604,0262819601,58221,20050121,12
01003040,(주)케이사인,케이사인,192250,"구자동, 최현철(각자 대표이사)",코스닥,1101115300647.0,1148713936,"경기도 과천시 과천대로7나길 25 13층, 14층",없음,www.ksign.com,02-591-2390,02-564-1627,58221,20131226,12
00611736,(주)엑시콘,엑시콘,092870,"최명배, 박영우",코스닥,1311110058402.0,1298140428,"경기도 성남시 분당구 판교로 255번길 28, 7층(삼평동, 디에이치케이솔루션빌딩) &nbsp",www.exicon.co.kr,미제공,031-639-9200,031-696-3120,29271,20010308,12
00422895,(주)세이브존아이앤씨,세이브존I&C,067830,이상준,유가,1101112520644.0,2108141081,서울특별시 노원구  한글비석로 57 (하계동),www.savezone.co.kr,미제공,032-320-9032,031-930-9020,47111,20020508,12
00495086,(주)픽셀플러스,픽셀플러스,087600,이서규,코스닥,1601110096473.0,3148132491,경기도 성남시 수정구 금토로40번길 30 -,www.pixelplus.com,미제공,031-888-5300,031-888-5399,2629,20000412,12
01091054,(주)쎄노텍,쎄노텍,222420,"이승호, 이주성(각자)",코스닥,1101115733509.0,6768600117,"경상남도 함안군 가야읍 함마대로 1256-40 사내리 1257, 1256",www.cenotec.com,미제공,055-584-9183,055-584-9187,23993,20150527,12
00489243,(주)동아엘텍,동아엘텍,088130,"박재규, 최귀상(각자 대표이사)",코스닥,1341110065470.0,1388119462,경기도 안양시 동안구 시민대로327번길 12-24 (주)동아엘텍 빌딩,www.dongaeltek.co.kr,미제공,031-345-1500,031-421-4053,292,19990414,12
00362238,(주)휴비스,휴비스,079980,김석현,유가,1101112102070.0,2158198804,서울특별시 강남구  학동로 343,www.huvis.com,미제공,02-2189-4567,02-2189-4739,20501,20001101,12
00124090,(주)한국특강,한국특강,007280,박성우,유가,1801110015362.0,6068101728,경상남도 함안군 칠서면 공단동길 98 -,www.ekosco.com,미제공,051-323-2611,051-325-5713,24121,19710518,12
00123523,(주)창해에탄올,창해에탄올,004650,"이연희, 임우석 (각자대표이사)",코스닥,2013110000107.0,4168100072,전라북도 전주시 덕진구 원만성로 15,www.chethanol.com,미제공,063-214-7800,063-214-7805,11121,19660616,12
00124197,(주)세아제강지주,세아제강지주,003030,"이주성, 조영빈",유가,1101110118996.0,1068160926,서울시마포구 양화로 45,www.seahsteel.co.kr/company/holdings/,미제공,02-6970-1421,02-6970-1198,64992,19601019,12
00264945,나이스정보통신(주),나이스정보통신,036800,김승현,코스닥,1101110574453.0,2208115770,서울특별시 영등포구 은행로 17 NICE 그룹1사옥,www.nicevan.co.kr,미제공,02  -2187-2700,05050270273,61299,19880512,12
00276834,(주)케이엑스하이텍,KX하이텍,052900,강천석,코스닥,1648110010780.0,3128125747,충청남도 아산시  음봉면 연암율금로 330 비아이이엠티,www.kxhitech.com,미제공,(041)539-6114,041-539-6120,2224,19970305,12
00146232,일성건설(주),일성건설,013360,유필상,유가,1101110234776.0,1058129640,경기도 용인시 기흥구 용구대로2469번길 10 죽전 일성트루엘 B105호,www.ilsungconst.co.kr,미제공,032-429-3270,719-3474,41221,19780623,12
00415594,(주)동국에스엔씨,동국S&C,100130,이원휘,코스닥,1101112276784.0,1048163193,경상북도 포항시 남구 대송로 62(장흥동),www.dongkuksnc.co.kr,미제공,054-271-0508,054-722-2740,2511,20010702,12
00362441,현대오토에버(주),현대오토에버,307950,김윤구,유가,1101111935638.0,1048153190,서울특별시 강남구 테헤란로 510 루첸타워,www.hyundai-autoever.com,미제공,02-6296-6000,02-3474-3401,582,20000410,12
00441447,(주)케이씨티,케이씨티,089150,"강창귀, 김선종 각자대표",코스닥,1358110088245.0,1248603350,경기도 수원시 권선구  일월천로4번길 7-10 금제빌딩,www.kctinc.co.kr,미제공,02-6377-5622,02-829-3190,62021,20021214,12
00385363,(주)빅텍,빅텍,065450,임만규,코스닥,1341110048674.0,1238139826,인천광역시 연수구 연구단지로55번길 25 -,www.victek.co.kr,미제공,032-813-7301,031-631-7311,27211,19960109,12
00155276,(주)포스코퓨처엠,포스코퓨처엠,003670,유병옥,유가,1746110001947.0,5068101452,경상북도 포항시 남구 신항로 110,www.poscofuturem.com,미제공,(054) 290-0114,054-292-7601,282,19710513,12
01515323,(주)엘지에너지솔루션,LG에너지솔루션,373220,김동명,유가,1101117701356.0,8518102050,"서울특별시 영등포구 여의대로 108, 타워 1",www.lgensol.com,미제공,02-3777-1114,미제공,28202,20201201,12
00783246,글로벌에스엠테크리미티드,글로벌에스엠,900070,유대희,코스닥,미제공,OI216422,"GEORGE TOWN,GRAND CAYMAN KY1-1112 CAYMAN ISLANDS SCOTLA CENTRE 4TH FLOOR,P.O.BOX2804,",www.globalsmtech.com,미제공,031-932-9970,031-932-9972,64992,20080828,12
01701328,아이비케이에스제22호기업인수목적 주식회사,IBKS제22호스팩,448760,윤별수,코스닥,1101118462379.0,6708702507,서울특별시 영등포구 국제금융로6길 11 삼덕빌딩,미제공,미제공,02-6915-5334,미제공,66199,20221028,12
00113410,씨제이대한통운(주),CJ대한통운,000120,"신영수, 민영학 (각자 대표)",유가,1101110006167.0,1108105034,서울특별시 종로구 종로5길 7(청진동) Tower 8,www.cjlogistics.com,www.cjlogistics.com,02-3782-0114,02-771-8624,493,19301115,12
00158219,시그네틱스(주),시그네틱스,033170,송영희,코스닥,1101110070815.0,1098100780,경기도 파주시 탄현면 평화로 711,www.signetics.com,미제공,031-940-7400,031-940-7887,2612,19660912,12
00216762,한양이엔지(주),한양이엔지,045100,"김윤상, 이종근(공동 대표이사)",코스닥,1101110582547.0,1248137874,"경기도 화성시 영통로26번길 72 (반월동,외2필지)",www.hanyangkorea.com,미제공,031-695-0000,0312040394,721,19880711,12
00131850,SK증권(주),SK증권,001510,"전우종, 정준호",유가,1101110037112.0,1168136307,서울특별시 영등포구 국제금융로8길 31 여의도동 SK증권빌딩,www.sks.co.kr,미제공,02-3773-8245,02-3773-8107,66121,19550730,12
00155258,포스코스틸리온(주),포스코스틸리온,058430,대표이사 사장 김봉철,유가,1746110006492.0,5068105517,경상북도 포항시 남구  철강로 173 포스코강판주식회사,www.poscocnc.com,미제공,054-280-6114,054-280-6199,2419,19880215,12
01682740,아이비케이에스제21호기업인수목적 주식회사,IBKS제21호스팩,442770,김태우,코스닥,1101118406509.0,3028131539,"서울특별시 영등포구 국제금융로6길 11(여의도동, 삼덕빌딩)",ibks.com,미제공,02-6915-5356,02-6915-5804,661,20220826,12
00536523,(주)로보스타,로보스타,090360,배병주,코스닥,1101111655393.0,1138151686,경기도 안산시 상록구  수인로 700,robostar.co.kr,미제공,031-400-3600,031-419-4245,29280,19990226,12
00660750,하나머티리얼즈(주),하나머티리얼즈,166090,김현주,코스닥,1615110086227.0,3128188209,충청남도 천안시 서북구 3공단3로 42,hanamts.com,미제공,041-410-1255,010-410-1090,2612,20070123,12
01316245,효성중공업(주),효성중공업,298040,우태희,유가,1101116770154.0,5788700896,서울특별시 마포구 마포대로 119 효성빌딩,www.hyosungheavyindustries.com,미제공,02-707-7000,미제공,281,20180604,12
00503668,엘아이지넥스원(주),LIG넥스원,079550,신익현,유가,1101111516933.0,2158635051,경기도 용인시 기흥구 마북로 207 엘아이지넥스원(주),www.lignex1.com,미제공,1644 - 2005,02-2005-5392,25200,19980225,12
01553129,주식회사 제이투케이바이오,제이투케이바이오,420570,이재섭,코스닥,1501110229589.0,6658600626,충청북도 청주시 청원구  오창읍 두릉유리로 50-3,www.j2kbio.com,미제공,043-280-9000,043-280-9099,20423,20161227,12
00263371,(주)한국경제티브이,한국경제TV,039340,현승윤,코스닥,1101111767510.0,1078170183,서울특별시 중구 청파로 463 한국경제신문사빌딩,www.wownet.co.kr,미제공,02-6676-0019,6676-0334,60221,19990906,12
00175173,(주)오스템,오스템,031510,"김정우,김민석",코스닥,1615110006796.0,3128107773,충청남도 천안시 동남구 수신면 수신로 739,www.yyauto.co.kr,미제공,041 -559 -2340,0415592401,303,19900307,12
00107987,남해화학(주),남해화학,025860,김창수,유가,1101110164717.0,2018145104,서울특별시 강남구 테헤란로113길 15 (삼성동),www.nhchem.co.kr,미제공,061-688-5354,061-688-5379,20312,19740508,12
00126779,삼아알미늄(주),삼아알미늄,006110,"한남희, 김진범",유가,1341110002365.0,1238101882,경기도 평택시 포승읍 평택항로 92 삼아알미늄 주식회사,www.sama-al.com,미제공,031-467-6800,025549990,24222,19690625,12
00105873,엘지디스플레이(주),LG디스플레이,034220,정철동,유가,1101110393134.0,1208155297,서울특별시 영등포구 여의대로 128 LG트윈타워 (동관 12층),www.lgdisplay.com,미제공,02-3777-1010,02-3777-0797,26211,19850228,12
00138516,아남전자(주),아남전자,008700,"공동대표이사 : 유성준, 박준구",유가,1201110018300.0,1228102613,서울특별시 구로구 디지털로27가길 27아남빌딩,www.aname.co.kr,미제공,02-6424-4700,02-6424-4799,265,19730420,12
00191472,KPX케미칼(주),KPX케미칼,025000,"양준영, 박승구, 이찬수(각자대표이사)",유가,1101110166903.0,1108133923,서울특별시 마포구  마포대로 137  KPX빌딩,www.kpxchemical.com,미제공,02-2014-4000,"02)363-5600,362-0034",20119,19740701,12
00788773,(주)씨젠,씨젠,096530,"천종윤, 이대훈 각자대표이사",코스닥,1101112070334.0,1108147859,서울특별시 송파구 오금로 91(방이동) 7층,www.seegene.co.kr,https://www.seegene.co.kr/ir_event,02-2240-4000,02-2240-4040,2130,20000918,12
01582228,교보11호기업인수목적 주식회사,교보11호기업인수목적,397880,이규연,기타,1101117980158.0,2678702257,서울특별시 영등포구 의사당대로 97,미제공,미제공,02-3771-9424,미제공,661,20210804,12
00253985,(주)국보디자인,국보디자인,066620,"황창연,김민기(각자 대표이사)",코스닥,1101110564066.0,1028122615,서울 마포구 서교동 477-22,www.ikukbo.com,미제공,(02)738-2700,02-736-1006,424,19880302,12
00664853,제이씨케미칼(주),제이씨케미칼,137950,"이윤희, 김의윤(공동대표이사)",코스닥,1358110124726.0,1358185115,울산광역시 울주군  온산읍 화산1길 70,www.jcchemical.co.kr,미제공,02-6321-1333,027615404,2049,20060324,12
00223513,제이씨현시스템(주),제이씨현시스템,033320,"차중석, 차정헌",코스닥,1101110775853.0,1108133772,서울특별시 용산구  새창로45길 74,www.jchyun.com,미제공,02-2105-9100,02-707-5086,46510,19910511,12
00136378,(주)신세계,신세계,004170,박주형,유가,1101110028848.0,2018132195,서울특별시 중구  소공로 63 (충무로1가) 신세계백화점건물 (주)신세계,www.shinsegae.com,www.shinsegae.com/company/ir-ko/corporate-governance.do#direct_move,02-727-1234,02-727-1899,47111,19551209,12
00104856,삼성증권(주),삼성증권,016360,박종문,유가,1101110335649.0,2028148588,서울특별시 서초구 서초대로74길 11 (서초동),www.samsungpop.com,미제공,02-2020-8000,02)2020-8077,66121,19821019,12
00124106,(주)부산은행,부산은행,005280,방성빈,기타,1801110002997.0,6048104753,"부산광역시 남구 문현금융로 30 (문현동, 부산은행본점)",www.busanbank.co.kr,미제공,051-642-3666,051-640-4099,64121,19671010,12
00525934,(주)엘엑스세미콘,LX세미콘,108320,이윤태,유가,1601110089395.0,3148129147,대전광역시 유성구 테크노2로 222,www.lxsemicon.com,http://www.siliconworks.co.kr/kor/main/,042-712-7700,042-710-7728,2612,19991111,12
00141875,(주)사조오양,사조오양,006090,박정훈,유가,1101110104820.0,1048127881,서울특별시 서초구 남부순환로 2159 (방배동),www.sajooy.com,미제공,02-3470-6030,02)721-6510,102,19690609,12
00508274,일진다이아몬드(주),일진다이아,081000,이무영,유가,1545110029242.0,3038140972,충청북도 음성군  대소면 대금로 157,www.iljindiamond.co.kr,미제공,02-707-9076,02-707-9089,204,20041202,12
00166519,화천기공(주),화천기공,000850,"권형석, 권형도(공동대표이사)",유가,2001110001704.0,4108100996,광주광역시 광산구 하남산단4번로 123-17 (장덕동) 화천기공(주),www.hwacheon.com,미제공,062-951-5111,062-951-0086,29223,19771011,12
00158501,(주)에스원,에스원,012750,"남궁범, 하나오카 타쿠로",유가,1101110221939.0,2088113302,서울 중구 순화동 168 에스원빌딩 17층 총무팀,www.s1.co.kr,미제공,00-1588-3112,02-2131-8379,75320,19771128,12
00155319,포스코홀딩스(주),POSCO홀딩스,005490,"대표이사 회장  장인화, 대표이사 사장  정기섭",유가,1746110000741.0,5068100017,경상북도 포항시 남구 동해안로 6261 -,www.posco-inc.com,미제공,054-220-0114,0562)220-6000,2411,19680401,12
00140177,(주)지에스리테일,GS리테일,007070,허연수,유가,1101110090037.0,1168118745,서울특별시 강남구 논현로 508GS타워(역삼동 679),www.gsretail.com,미제공,02-2005-1114,2006-2046,47122,19710213,12
00470829,한솔인티큐브(주),한솔인티큐브,070590,김형준,코스닥,1101112915605.0,1208661116,"서울특별시 마포구 월드컵북로 396, 14층 (상암동, 누리꿈스퀘어비즈니스타워)",www.hansolinticube.com,미제공,02)6005-3000,02)6005-3535,62010,20031215,12
00126478,삼성중공업(주),삼성중공업,010140,최성안,유가,1101110168595.0,1208152780,경기도 성남시 분당구 판교로227번길 23 삼성중공업 판교R&D센터,www.samsungshi.com,미제공,031-5171-7000,031-5171-7124,3111,19740805,12
00415707,(주)엔텔스,엔텔스,069410,최일규,코스닥,1101112029456.0,2208193121,"서울특별시 강남구 학동로 401 15층(청담동, 금하빌딩)",www.ntels.com,www.ntels.com,02-3218-1200,02-3218-1299,58221,20000719,12
00126256,삼성생명보험(주),삼성생명,032830,홍원학,유가,1101110005953.0,1048126688,서울특별시 서초구 서초대로74길 11 (서초동) 삼성생명보험 주식회사,www.samsunglife.com,미제공,02-751-8157,02-751-8100,65110,19570404,12
00105961,엘지이노텍(주),LG이노텍,011070,문혁수,유가,1101110192180.0,1058174316,서울특별시 강서구 마곡중앙10로 30 LG사이언스파크,www.lginnotek.co.kr,미제공,02-3777-1114,(02)3777-0241,262,19760224,12
00137997,현대차증권(주),현대차증권,001500,배형근,유가,1101110019962.0,1168134691,서울특별시 영등포구 국제금융로2길 28 현대차증권,hmsec.com,https://hmsec.com,02-3787-2114,02-782-0086,66121,19550726,12
00105855,엘에스일렉트릭 주식회사,엘에스일렉트릭,010120,"구자균, 김동현",유가,1101110520076.0,1168119273,경기도 안양시 동안구  엘에스로 127 LS타워,www.ls-electric.com,미제공,02-2034-4224,02-2034-4260,28121,19740724,12
00139214,삼성화재해상보험(주),삼성화재해상보험,000810,이문화,유가,1101110005078.0,2028145617,서울특별시 서초구 서초대로74길 14 (서초동),www.samsungfire.com,미제공,02-1588-5114,0505-161-1614,65121,19520126,12
00176835,농업회사법인(주)농우바이오,농우바이오,054050,양현구,코스닥,1301110015049.0,1248116938,경기도 수원시 영통구 센트럴타운로 114-8(이의동)농우바이오,www.nongwoobio.co.kr,미제공,031-213-4321,031-218-1119,1123,19900605,12
00105280,(주)현대지에프홀딩스,현대지에프홀딩스,005440,"정지선, 장호진 (각자 대표이사)",유가,1101110095201.0,2118108241,서울특별시 강남구 테헤란로98길 12 13층,https://www.hyundaigfholdings.co.kr/web/html/ko/CI,미제공,02-6904-0138,031-525-2481,64992,19680227,12
00230814,(주)휴림에이텍,휴림에이텍,078590,설정호,코스닥,1913110002354.0,6158103939,경남 밀양시 산내면 가인리 364번지,www.hyulimatech.co.kr,미제공,070-5057-2779,055-353-4863,303,19930825,12
00124780,사조씨푸드(주),사조씨푸드,014710,김치곤,유가,1101110271596.0,1208116542,"서울특별시 서대문구 통일로 107-39 502(충정로2가, 사조빌딩)",www.sajosf.co.kr,미제공,02-721-6555,02-721-6565,102,19800327,12
00857480,(주)사람인,사람인,143240,황현순,코스닥,1101113318387.0,1138600917,"서울특별시 구로구 디지털로34길 43 14층(구로동, 코오롱싸이언스밸리1차)",www.saramin.co.kr,미제공,02-2025-4733,02-6937-0035,63120,20051007,12
00787376,대성에너지(주),대성에너지,117580,대표이사 김영훈 대표이사 박문희,유가,1701110387416.0,5048183652,대구광역시 중구 명덕로 85 (남산동),www.daesungenergy.com,미제공,053-606-1000,053)606-1004,35200,20091001,12
00166500,화천기계(주),화천기계,010660,"권형석, 권형운 (공동대표이사)",유가,1101110342181.0,1148145488,서울특별시 서초구  방배로 46,www.hwacheon.co.kr,미제공,02-523-7766,02-523-7767,29223,19750614,12
00990262,피노텍,피노텍,150440,김우섭,기타,1101113999434.0,1208734203,"서울특별시 서초구 양재천로9길 1 3층(양재동,용두빌딩)",www.finotek.co.kr,미제공,02-522-3558,02-522-3559,58222,20081113,12
01011872,(주)엔에스엠,엔에스엠,238170,여건수,코넥스,1348110201038.0,1248703115,경기도 화성시 장안면 무봉길 166-67,www.nsmcc.com,미제공,031-351-9422,031-351-9423,202,20100831,12
00273420,(주)이스트소프트,이스트소프트,047560,정상원,코스닥,1101110974851.0,2298103214,"서울특별시 서초구 반포대로 3 6층,7층,8층 (서초동, 이스트빌딩)",www.estsoft.com,미제공,02-583-4620,02)583-4628,58221,19930924,12
00188973,화일약품(주),화일약품,061250,"조경숙, 서생규(각자대표)",코스닥,1344110000719.0,1248127624,경기도 화성시 향남읍 제약공단3길 57,www.hwail.com,미제공,031-628-3520,02)561-4897,212,19801118,12
00444329,(주)위메이드,위메이드,112040,"Park, Kwan Ho",코스닥,1101111873755.0,2098124419,경기도 성남시 분당구 대왕판교로 644번길 49 (삼평동 코리아벤처타운 업무시설비블럭 아이레보타워),wemade.com,미제공,02-3709-2020,02-3709-2100,5821,20000210,12
00689418,(주)지유온,지유온,111820,최승환,기타,1101113582627.0,1198194650,"서울특별시 영등포구 국회대로62길 21 (여의도동, 동성빌딩) 11층",www.mp1.co.kr,www.guon.co.kr,02-6950-9508,02-6910-0499,639,20061219,12
01712485,코오롱모빌리티그룹(주),코오롱모빌리티그룹,450140,전철원,유가,1341110627048.0,8338702544,경기도 안양시 동안구 평촌대로212번길 55 9층,www.kolonmobilitygroup.com/,미제공,02-3705-1155,미제공,45110,20230102,12
00149655,삼성물산(주),삼성물산,028260,"오세철, 정해린, 이재언",유가,1101110015762.0,2028145975,서울특별시 강동구 상일로6길 26 -,www.samsungcnt.com,미제공,02-2145-5114,미제공,467,19631223,12
01357446,주식회사 퓨런티어,퓨런티어,370090,오상근,코스닥,1311110230307.0,1298632694,경기도 성남시 중원구 사기막골로 58,www.furonteer.com,미제공,070-4618-6100,070-8677-7714,27213,20090506,12
00682992,우리벤처파트너스(주),우리벤처파트너스,298870,김창규,기타,1101113923764.0,2208768075,경기도 성남시 분당구 대왕판교로 670,www.woorivp.com,미제공,031-628-6480,031-628-6499,649,20080627,12
01118139,주식회사 타스컴,타스컴,336040,이인근,코넥스,1101115361566.0,2648131241,"경기도 안양시 동안구 학의로 268 824호, (관양동,안양메가벨리)",www.yidobio.com,미제공,031-433-6620,0314336621,27199,20140311,12
