회사코드,회사명,요약_HTML
120526,롯데쇼핑,"```html
<div class=""company-report"">
    <h2 class=""company-name"">롯데쇼핑 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 롯데쇼핑은 주로 유통업을 중심으로 하는 종합 유통 기업입니다. 이 회사는 백화점, 대형마트, 슈퍼마켓, 전자제품 전문점, 홈쇼핑, 이커머스, 영화 상영업 등 다양한 사업 부문을 운영하고 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 롯데쇼핑은 백화점, 할인점, 슈퍼, 전자제품 전문점, 홈쇼핑, 이커머스 등 다양한 유통 채널을 통해 소비자에게 상품과 서비스를 제공합니다. 또한, 영화 상영업을 통해 수익을 창출하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 롯데쇼핑은 의류, 식품, 가전제품을 포함하여 다양한 소비재를 판매하며, 이와 함께 영화 티켓 및 영화 관련 판권도 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 한국을 중심으로 베트남, 인도네시아 등 해외 시장에도 진출하여 다수의 점포를 운영하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 롯데쇼핑은 2023년 백화점 부문에서 3조 3,033억원, 할인점 부문에서 5조 7,347억원의 매출을 기록했으며, 다양한 사업 부문에서 지속적인 성장을 추구하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 롯데쇼핑은 디지털 풀필먼트 시스템인 스마트 스토어를 통해 온라인과 오프라인을 통합한 미래형 매장을 확대하며, 버티컬 전문몰을 중심으로 한 라이프스타일 플랫폼 서비스를 강화하여 지속적인 성장을 기대하고 있습니다.</p>
</div>
```"
120562,롯데지주,"```html
<div class=""company-report"">
    <h2 class=""company-name"">롯데지주 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 롯데지주는 다양한 사업을 관리하는 지주회사로, 주로 유통, 화학, 식품 등 여러 산업 부문에 걸쳐 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 롯데지주는 자회사 및 기타 투자회사로부터 배당수익, 상표권 사용수익, 임대수익 등을 주요 수익원으로 하며, 계열사 관리 및 지원을 통해 사업을 운영하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 롯데지주의 주요 자회사들은 백화점, 할인점, 전자제품, 슈퍼, 홈쇼핑, 영화상영업, 이커머스 등의 사업을 운영하며, 석유화학 제품, 첨단소재, 정밀화학 제품, 식품 등을 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 롯데지주는 국내외 유통 시장을 비롯하여, 석유화학, 첨단소재, 정밀화학, 식품 시장 등 다양한 국제 시장에 진출해 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 롯데지주는 20개의 국내 자회사를 보유하고 있으며, 다양한 부문에서 매출 성장을 이루고 있습니다. 롯데쇼핑, 롯데케미칼 등 주요 자회사를 통해 사업을 다각화하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 롯데지주는 지속적인 사업 확장을 통해 글로벌 시장에서 경쟁력을 강화하고 있으며, 첨단소재 및 친환경 사업 부문에서의 성장 가능성을 모색하고 있습니다.</p>
</div>
```"
120571,롯데칠성음료,"```html
<div class=""company-report"">
    <h2 class=""company-name"">롯데칠성음료 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 롯데칠성음료는 종합 음료 및 주류 산업에 속해 있으며, 음료와 주류를 포함한 다양한 제품을 제조 및 판매하는 회사입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 롯데칠성음료는 탄산음료, 커피, 소주, 맥주 등의 음료 및 주류 제품을 제조하고 판매하는 사업을 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 칠성사이다, 펩시콜라, 처음처럼 소주, 클라우드 맥주, 청하 등이 있습니다. 또한, 제로 칼로리 음료 및 제로 슈거 소주도 제공하고 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 롯데칠성음료는 국내 대형할인매장, 편의점, 소매점 및 주류 도매상 등을 통해 판매하며, 해외 시장으로는 러시아와 일본 등이 주요 수출국입니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 최근 롯데칠성음료는 헬시플레저 트렌드에 맞춘 제품을 확장하고, 글로벌 RE100에 가입하며 환경적 책임을 강화하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 롯데칠성음료는 지속적인 제품 혁신과 해외 시장 확장을 통해 성장할 것으로 기대되며, 지속가능한 성장 기반을 구축하고 있습니다.</p>
</div>
```"
120872,만호제강,"```html
<div class=""company-report"">
    <h2 class=""company-name"">만호제강 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 와이어로프, 특수강선, 섬유로프 제조업입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 와이어로프, 특수강선, 섬유로프의 제조 및 판매를 주력으로 하고 있으며, 합성수지가공 및 목재가공, 부동산 매매 및 임대업도 포함하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 와이어로프, 경강선, 섬유로프, PC강선, 하이본, ACSR 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 수산, 조선, 건설업종 및 자동차산업, 전자산업 등 다양한 산업에 제품을 공급하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 글로벌 경제 불안정과 국내 경기 침체로 매출이 감소하고 있으며, 영업이익에 큰 적자가 발생하고 있습니다. 향후 영업환경이 어려울 것으로 예상됩니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 현재로서는 새로운 사업 계획은 없지만, 지속적인 품질 개선과 기술 개발로 시장 점유율을 유지할 계획입니다.</p>
</div>
```"
120906,에스아이리소스,"```html
<div class=""company-report"">
    <h2 class=""company-name"">에스아이리소스 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 에스아이리소스는 자원판매 및 기타 사업 분야에 종사하고 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 에스아이리소스는 이탄 채굴판매, 바이오중유 제조판매, 유연탄 채굴판매, 건축자재 유통 등을 주요 사업으로 하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 이 회사는 이탄, 바이오중유, 유연탄을 비롯한 건축자재를 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 주요 고객은 국내 발전사업자와 해외 화력발전소이며, 특히 러시아 사할린 지역에 강점을 가지고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 에스아이리소스는 바이오중유 사업에 주력하며, 유연탄 사업의 비중을 줄이고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 에스아이리소스는 친환경 및 신재생에너지 자원에 초점을 맞추어 장기적인 성장을 도모하고 있습니다.</p>
</div>
```"
120924,매일홀딩스,"```html
<div class=""company-report"">
    <h2 class=""company-name"">매일홀딩스 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 매일홀딩스는 지주회사 체제로 운영되며, 유가공, 외식, 유통 등 다양한 업종에 걸쳐 사업을 전개하고 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 매일홀딩스는 지주사업을 중심으로 매일유업의 유가공 제조 및 판매, 엠즈씨드의 외식사업, 엠즈푸드시스템의 유통 및 서비스업을 주요 사업으로 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 유기농 및 락토프리 우유, 다양한 발효유 제품, 분유, 치즈, RTD 커피 등이 있으며, 특히 '소화가 잘되는 우유'와 '바리스타룰스' 컵커피가 대표적입니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 매일홀딩스는 국내 유제품 및 커피 시장에서 강력한 브랜드 파워를 보유하며, B2B 및 B2C 채널을 통해 다양한 고객층을 대상으로 시장을 확대하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 최근 매일유업은 락토프리 및 프리미엄 제품 시장을 선도하며, 지속적인 제품 혁신과 친환경 포장 개발을 통해 경쟁력을 강화하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 매일홀딩스는 건강 및 환경 트렌드에 맞춘 제품 개발과 다양한 채널 확장을 통해 지속적인 성장을 기대하고 있으며, 특히 유기농 및 기능성 제품에서 시장 점유율을 더욱 확대할 계획입니다.</p>
</div>
```"
121039,명문제약,"```html
<div class=""company-report"">
    <h2 class=""company-name"">명문제약 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 명문제약은 의약품 제조 및 바이오 산업에 속해 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 명문제약은 의약품 및 바이오 부문에서 완제 및 원료 의약품의 제조와 판매를 주요 사업으로 하고 있으며, 부동산 개발 및 골프장 운영과 같은 서비스 부문도 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 명문제약은 MMP-301과 같은 개량신약, 나팜주 등의 제네릭 의약품, 항암제 및 치매 치료제의 원료 물질을 연구개발하고 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 명문제약은 국내 시장을 주력으로 하고 있으며, 일부 제품은 해외로 수출하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 명문제약은 2022년 기준으로 152,134백만 원의 매출을 기록하였으며, 연구개발비로 매출액의 약 1.83%를 지출하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 명문제약은 다양한 의약품 개발과 함께 연구개발을 지속적으로 진행하여 향후 성장 가능성을 높이고 있습니다.</p>
</div>
```"
121154,엠에스씨,"```html
<div class=""company-report"">
    <h2 class=""company-name"">엠에스씨 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 엠에스씨는 식품산업에 속하며, 식품첨가물과 신소재 전문 회사입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 엠에스씨는 식품첨가물의 대량생산과 신소재 개발에 중점을 두고 있으며, 식품안전과 고품질 제품을 제공하기 위해 연구개발을 지속적으로 수행하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 엠에스씨는 천연 색소, 천연 향료, 기능성 식품 소재를 포함한 다양한 식품첨가물 제품을 생산합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 엠에스씨는 국내외 식품산업을 대상으로 하며, 내수 및 수출 시장에서 상위의 점유율을 유지하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 엠에스씨는 식품안전 강화를 위해 HACCP 인증을 획득하였으며, 경상남도와 양산시와의 투자협약을 통해 사업 확장을 추진하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 엠에스씨는 건강기능식품 및 HMR 시장의 성장과 더불어 비건 및 할랄 시장 진출을 통해 지속적인 성장이 예상됩니다.</p>
</div>
```"
121288,모나미,"```html
<div class=""company-report"">
    <h2 class=""company-name"">모나미 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 문구류 및 컴퓨터소모품 제조업입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 모나미는 문구 사업부문과 컴퓨터소모품 사업부문, 기타 사업부문으로 구성되어 있습니다. 문구 사업에서는 필기구와 회화구를, 컴퓨터소모품에서는 프린터 관련 소모품을 주로 취급합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> BP153, P-3000, 유성매직, 네임펜, PARKER, WATERMAN, 잉크카트리지, 토너, 특판상품, 온라인몰, 미술교육 콘텐츠 및 화장품 등을 생산 및 판매합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 국내외 도매상, 오피스체인, 대형소매, 할인점/편의점, B2B부문, 온라인채널 등 다양한 유통경로를 통해 시장에 진출하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 2023년 연결 매출액은 1,415억 원을 달성하며, 지속적인 글로벌 경쟁력 향상과 재무구조 개선 노력을 진행하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 모나미는 다품종 소량 생산 체계와 채널 확대 전략을 통해 브랜드 가치를 강화하고 있으며, 다양한 마케팅 활동으로 매출 성장을 지속할 것으로 기대합니다.</p>
</div>
```"
121507,무림SP,"```html
<div class=""company-report"">
    <h2 class=""company-name"">무림SP 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 무림SP는 인쇄용지를 포함한 지류 제조업에 속하며 물류 창고업도 영위하고 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 무림SP는 아트지, 백상지 및 기타 특수지 등의 인쇄용지를 생산하여 판매하는 사업과 함께 물류 창고업을 운영하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 무림SP는 아트지, 백상지, CCP와 같은 다양한 인쇄용지를 주요 제품으로 제공합니다. 특히 고급 포장용지인 CCP는 뛰어난 광택으로 국내 최고 품질을 자랑합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 무림SP의 제품은 주로 국내 지류 도매상, 대형 출판사, 대형 인쇄소 등 실수요자에게 판매되고 있으며, 내수 판매가 전체 매출의 80% 이상을 차지합니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 무림SP는 코스닥시장에 상장되어 있으며, 안정적인 영업 네트워크를 통해 고수익 제품의 매출 증대를 추구하고 있습니다. 최근 신용등급은 A-/안정적으로 평가받고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 무림SP는 지속적인 기술개발과 품질 향상을 통해 경쟁력을 강화하고 있으며, 내수 시장에서의 강점을 바탕으로 향후 성장 가능성이 높습니다.</p>
</div>
```"
121534,MH에탄올,"```html
<div class=""company-report"">
    <h2 class=""company-name"">MH에탄올 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 주정 제조 및 판매, 기계설비 제작, 골프장 운영 등의 다양한 산업 분야에 속합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> MH에탄올은 주정의 제조 및 판매를 주력 사업으로 하며, 기계설비 제작과 골프장 운영 또한 주요 사업으로 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주류 제조용 주정, 기계장치 및 설비, 회원제 및 퍼블릭 골프장 서비스를 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 주정을 포함한 제품은 주류 제조사, 식품 제조사, 제약회사 등에 공급하며, 골프장은 일반 대중을 대상으로 운영합니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 주정 판매량은 경기침체로 감소세에 있으며, 기계설비와 골프장 사업은 안정적 수요를 유지하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 주정업의 성장 가능성은 제한적이지만, 기계설비와 레저 사업은 지속적인 수요 증가로 전망이 밝습니다.</p>
</div>
```"
121543,무학,"```html
<div class=""company-report"">
    <h2 class=""company-name"">무학 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 주류 제조 및 판매, 철강재 제조, 금융투자 업종입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 무학은 주류사업과 기타사업으로 구분하여 운영하며, 주류사업은 소주, 리큐르, 과실주 등을 제조 및 판매합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> ""깔끔한 좋은데이"", ""화이트 소주"", ""좋은데이 컬러시리즈"", ""매실마을"" 등의 주류 제품을 보유하고 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 부산, 경남, 울산 지역을 중심으로 국내외 시장에 제품을 공급하며, 미국과 일본을 포함한 해외시장에도 진출하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 무학은 저도주 시장에 대한 적극적인 마케팅과 제품 개발을 통해 시장 점유율을 확대하고 있으며, 다양한 마케팅 활동을 통해 중국을 비롯한 해외시장에서도 경쟁력을 강화하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 국내외에서 지속적인 수요 기반을 바탕으로 다양한 신제품 출시와 해외시장 확장을 통해 안정적인 성장세를 유지할 것으로 예상됩니다.</p>
</div>
```"
121570,문배철강,"```html
<div class=""company-report"">
    <h2 class=""company-name"">문배철강 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 철강산업은 대규모 자본집약적 장치산업으로, 자동차, 조선, 가전 등 전 산업에 필수적인 기초 소재를 생산하는 중요한 국가기간산업입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 문배철강은 포스코의 철강제품 유통을 시작으로 성장했으며, 현재는 열연코일 제조 및 가공업체로서의 위상을 확고히 하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 스켈프, 강판, 형강, 후판, 코일, 박판 등을 포함한 다양한 1차 철강재와 표면처리강재를 생산합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 국내 최대규모의 철강유통 및 제조·가공업체로서 다수의 고정거래처를 확보하여 내수 중심의 시장을 공략하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 문배철강은 광양 및 시화공단의 공장을 통해 생산설비를 현대화하고 있으며, 물류비용 절감을 위한 직송서비스를 강화하여 경쟁력을 높이고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 철강산업의 지속적인 수요 증가와 더불어 문배철강은 자동화 설비와 다양한 제품군을 통해 시장 점유율을 확대할 가능성이 높습니다.</p>
</div>
```"
121686,엠케이전자,"```html
<div class=""company-report"">
    <h2 class=""company-name"">엠케이전자 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 엠케이전자는 반도체 패키지 부품 및 전자부품 제조업에 속해 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 엠케이전자는 본딩와이어 및 솔더볼 등 반도체 패키지의 핵심 부품을 생산하며, 원료 재생사업과 신소재 사업도 영위합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 엠케이전자는 본딩와이어, 솔더볼, 솔더페이스트, SPM, 2차전지 등을 주요 제품으로 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 엠케이전자는 반도체 IDM 업체와 후공정 업체를 대상으로 하며, 중국 등 글로벌 시장에 진출해 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 엠케이전자는 코스닥에 상장되어 있으며, 신용등급은 BB-로 평가받고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 엠케이전자는 반도체 및 신소재 산업의 확장과 기술 발전에 따라 지속적인 성장이 예상됩니다.</p>
</div>
```"
121932,미원상사,"```html
<div class=""company-report"">
    <h2 class=""company-name"">미원상사 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 미원상사는 첨단 화학 산업에 속하며, 기초 화학 및 정밀화학 제품을 생산하는 업종에 속합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 미원상사는 계면활성제, 자외선안정제, 산화방지제, 고무첨가제, 전자재료 등 첨단 화학 제품을 주로 생산하며, 전자재료 부문의 비중이 증가하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품에는 계면활성제, 전자재료, 자외선안정제, 산화방지제, 고무첨가제 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 미원상사는 국내외 시장에 제품을 공급하며, 다양한 고객층을 대상으로 하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 미원상사는 안정적인 매출을 유지하며 전자재료 부문의 확장을 통해 시장 경쟁력을 강화하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 미원상사는 연구개발 역량을 강화하여 정보전자소재 및 기능성 소재 분야에서의 성장을 지속적으로 추진할 계획입니다.</p>
</div>
```"
121941,대상,"```html
<div class=""company-report"">
    <h2 class=""company-name"">대상 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 대상은 식품 및 바이오 소재 산업에 속해 있으며, 조미료 및 식품첨가물 제조업을 주력으로 하고 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 대상은 '청정원'과 '종가' 브랜드를 중심으로 식품 사업과 전분당 및 바이오 사업으로 구성된 소재 사업을 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 전통 장류, 조미료류, 김치류, MSG, 아스파탐, 라이신 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 대형 할인점, 슈퍼마켓, B2B 시장 및 국내외 음료, 제과업체에 제품을 공급하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 2023년 말 기준, 대상의 연결 매출액은 약 41,075억 원이며, 식품 및 소재 사업에서 고른 성과를 거두고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 신성장 카테고리 육성 및 해외사업 강화 전략을 통해 미래 성장 동력을 발굴하고 있습니다.</p>
</div>
```"
121969,에쓰씨엔지니어링,"```html
<div class=""company-report"">
    <h2 class=""company-name"">에쓰씨엔지니어링 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 에쓰씨엔지니어링은 산업설비 건설업 및 화공기기 제작업에 속해 있으며, 정밀화학, 바이오, 제약, 식품, 환경, 에너지 등 다양한 산업 플랜트 분야에서 활동합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 에쓰씨엔지니어링은 산업 플랜트의 설계 및 시공, 대형플랜트 설비의 턴키베이스 프로젝트, 그리고 다양한 산업기계의 설비 제작을 주요 사업으로 영위합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 에쓰씨엔지니어링의 주요 제품은 산업설비 플랜트 E.P.C, 건강식품사업의 스위치온, 바이오콜라겐 기반의 의료기기입니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 에쓰씨엔지니어링은 주로 정밀화학을 기반으로 한 제조업체들로부터 공사를 수주하며, 고령화 사회에 따른 바이오콜라겐 제품의 수요 증가가 예상됩니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 에쓰씨엔지니어링은 4차 산업혁명에 대응하여 자동화 공장 및 스마트팩토리와 같은 혁신적인 건설 사업을 추진하고 있으며, 사업 다각화를 통해 지속 가능한 성장을 추구하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 에쓰씨엔지니어링은 기술 혁신과 신사업 진출을 통해 향후 성장 가능성이 높다고 평가되며, 특히 바이오콜라겐 제품의 시장 확대가 기대됩니다.</p>
</div>
```"
122056,미창석유공업,"```html
<div class=""company-report"">
    <h2 class=""company-name"">미창석유공업 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 미창석유공업은 산업 윤활유 제조업에 속하며, 자동차용, 선박용, 산업용 윤활유 등을 생산합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 미창석유공업은 산업용 윤활유, 전기절연유, 고무배합유 등 특수유 생산에 주력하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 전기절연유, 고무배합유, 자동차 및 선박용 윤활유, 유동파라핀 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> ENEOS CORPORATION과 기술 제휴를 통해 고급화된 제품을 다양한 산업 분야에 공급하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 미창석유공업은 최근 2023년에 매출액 4,092억원, 영업이익 480억원을 달성하며 꾸준한 성장을 이어가고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 기술 제휴를 통한 품질 향상과 제품 고급화로 지속적인 성장이 기대됩니다.</p>
</div>
```"
122205,바른손,"```html
<div class=""company-report"">
    <h2 class=""company-name"">바른손 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 바른손은 화장품 유통업, 영화 및 콘텐츠 제작, 외식업 등 다양한 산업에 속해 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 바른손은 K-Beauty 화장품의 글로벌 유통, 영화 제작 및 투자, VFX 제작, 음식료품 제조 및 판매를 주요 사업으로 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 바른손은 다양한 K-뷰티 브랜드의 화장품을 온라인으로 판매하고 있으며, 영화와 드라마, 광고의 VFX 제작 서비스를 제공합니다. 또한 음식료품과 주류를 제조 및 판매하고 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 바른손은 북미, 남미, 유럽, 동남아시아 등 전 세계를 대상으로 한국 화장품을 판매하고 있으며, 영화 및 콘텐츠 제작 시장에서도 활발히 활동 중입니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 바른손은 온라인 유통 채널을 강화하며 K-뷰티 화장품 시장에서의 입지를 넓히고 있으며, 다양한 콘텐츠 제작을 통해 영화 산업에서의 영향력을 확대하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 온라인 유통 채널의 성장과 VFX 기술의 확대로 인해 바른손의 미래 성장 전망은 밝습니다. 특히, OTT 콘텐츠 제작의 증가로 VFX 사업 부문은 긍정적인 발전 가능성을 보이고 있습니다.</p>
</div>
```"
122348,방림,"```html
<div class=""company-report"">
    <h2 class=""company-name"">방림 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 방림은 섬유 제조 산업에 종사하며 면방산업을 주업종으로 하고 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 방림은 원면과 생지, 원사를 가공하여 면직물과 염색 원단을 생산, 공급하는 면방 제조업체로서 국내외 대규모 의류 및 봉제업체에 제품을 공급합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 방림의 주요 제품으로는 면직물, 염색 직물 및 날염 직물이 있으며, 첨단 섬유 제품을 포함합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 방림은 국내시장뿐만 아니라 유럽과 미국 등 해외 시장으로 수출을 진행하며, 매출의 약 70%를 해외에서 차지합니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 방림은 내수시장 침체를 극복하고자 친환경 소재 개발과 해외 바이어를 통한 수출에 집중하고 있으며, 베트남 자회사와의 협력을 통해 매출 증진을 도모하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 방림은 고부가가치 제품화를 통한 경쟁력 제고와 해외 투자를 통해 지속적인 성장을 추구하며, 세계 일류 기업을 목표로 기술 개발에 집중하고 있습니다.</p>
</div>
```"
122472,백광산업,"```html
<div class=""company-report"">
    <h2 class=""company-name"">백광산업 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 백광산업은 화학 제조업에 속하며, 주로 무기화학제품 및 특수가스, 식품첨가제 등을 생산합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 백광산업은 화공사업을 주력으로 하며, 특수가스 및 식품첨가제 사업도 병행하여 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 가성소다, 염산 등 CA 제품과 고순도 염화수소, 솔비톨과 같은 특수가스 및 식품첨가제가 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 백광산업은 반도체, 디스플레이, 식품 등 다양한 산업 분야의 기업을 주요 고객으로 하며, 국내외 시장에 진출해 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 백광산업은 최근 노후 설비 교체로 생산성을 높였으며, 글로벌 시장 확대를 위해 중국에 거점을 운영하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 반도체 및 디스플레이 산업의 성장세에 힘입어, 백광산업의 특수가스 및 식품첨가제 분야는 지속적인 성장이 기대됩니다.</p>
</div>
```"
